City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
douglas,us,"04/19/2020, 11:17:02",41.3,-96.17,60.01,38,40,3.36,scattered clouds,0.0,0.0
jiwani,pk,"04/19/2020, 11:17:02",25.05,61.74,80.28,81,86,11.21,overcast clouds,0.0,0.0
hami,cn,"04/19/2020, 11:17:02",42.8,93.45,61.9,18,99,17.94,overcast clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
bilibino,ru,"04/19/2020, 11:17:03",68.05,166.44,-3.08,77,99,0.81,overcast clouds,0.0,0.0
bredasdorp,za,"04/19/2020, 11:14:53",-34.53,20.04,62.01,87,4,2.24,clear sky,0.0,0.0
bluff,nz,"04/19/2020, 11:14:11",-46.6,168.33,44.01,82,97,5.01,light rain,1.66,0.0
bahile,ph,"04/19/2020, 11:17:05",10.0,118.79,80.55,71,15,3.62,few clouds,0.0,0.0
kaitangata,nz,"04/19/2020, 11:09:37",-46.28,169.85,50.0,52,74,5.99,broken clouds,0.0,0.0
saskylakh,ru,"04/19/2020, 11:12:05",71.92,114.08,15.55,93,0,7.4,clear sky,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
jamestown,sh,"04/19/2020, 11:14:30",42.1,-79.24,55.4,47,75,20.8,broken clouds,0.0,0.0
lososina,ru,"04/19/2020, 11:17:06",49.0,140.31,36.36,83,100,14.7,overcast clouds,0.0,0.0
barrow,us,"04/19/2020, 11:16:47",71.29,-156.79,10.4,85,90,3.36,light snow,0.0,0.0
ende,id,"04/19/2020, 11:17:06",-8.84,121.66,80.55,76,62,2.39,broken clouds,0.0,0.0
port alfred,za,"04/19/2020, 11:16:45",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
mahajanga,mg,"04/19/2020, 11:17:07",-15.72,46.32,82.4,83,40,1.12,scattered clouds,0.0,0.0
deputatskiy,ru,"04/19/2020, 11:17:07",69.3,139.9,0.54,86,98,5.55,overcast clouds,0.0,0.0
alofi,nu,"04/19/2020, 11:08:41",-19.06,-169.92,73.4,94,32,2.24,scattered clouds,0.0,0.0
harer,et,"04/19/2020, 11:17:08",9.31,42.13,65.01,48,61,0.89,light rain,0.36,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
kavieng,pg,"04/19/2020, 11:17:09",-2.57,150.8,83.61,71,23,4.18,few clouds,0.0,0.0
lesnikovo,ru,"04/19/2020, 11:17:09",55.28,65.32,44.76,56,27,4.85,scattered clouds,0.0,0.0
san vicente,ph,"04/19/2020, 11:17:09",-26.62,-54.13,82.62,28,0,1.7,clear sky,0.0,0.0
san ignacio,pe,"04/19/2020, 11:14:55",17.16,-89.07,95.0,50,5,9.17,smoke,0.0,0.0
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
cape town,za,"04/19/2020, 11:14:58",-33.93,18.42,64.0,93,75,19.46,broken clouds,0.0,0.0
sabha,ly,"04/19/2020, 11:18:18",27.04,14.43,87.37,14,80,14.63,broken clouds,0.0,0.0
longyearbyen,sj,"04/19/2020, 11:08:22",78.22,15.64,35.6,69,40,19.46,shower rain,0.0,0.0
chuy,uy,"04/19/2020, 11:18:18",-33.7,-53.46,72.5,63,0,8.7,clear sky,0.0,0.0
tabuk,sa,"04/19/2020, 11:18:19",17.42,121.44,75.56,84,100,3.62,light rain,0.56,0.0
hofn,is,"04/19/2020, 11:11:01",64.25,-15.21,44.42,85,100,7.54,overcast clouds,0.0,0.0
castro,cl,"04/19/2020, 11:16:31",-24.79,-50.01,73.99,34,2,2.82,clear sky,0.0,0.0
saskylakh,ru,"04/19/2020, 11:12:05",71.92,114.08,15.55,93,0,7.4,clear sky,0.0,0.0
khandbari,np,"04/19/2020, 11:18:20",27.37,87.2,67.44,35,54,4.27,broken clouds,0.0,0.0
pacasmayo,pe,"04/19/2020, 11:15:43",-7.4,-79.57,77.45,66,15,14.09,few clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
luba,gq,"04/19/2020, 11:18:21",3.46,8.55,82.4,88,40,9.17,scattered clouds,0.0,0.0
hilo,us,"04/19/2020, 11:16:15",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
grindavik,is,"04/19/2020, 11:18:22",63.84,-22.43,48.2,100,90,28.86,light intensity drizzle,0.0,0.0
port alfred,za,"04/19/2020, 11:16:45",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
cape town,za,"04/19/2020, 11:14:58",-33.93,18.42,64.0,93,75,19.46,broken clouds,0.0,0.0
vanimo,pg,"04/19/2020, 11:18:23",-2.67,141.3,81.79,77,65,1.39,light rain,0.51,0.0
waddan,ly,"04/19/2020, 11:18:24",29.16,16.14,82.47,13,94,14.09,overcast clouds,0.0,0.0
kavieng,pg,"04/19/2020, 11:17:09",-2.57,150.8,83.61,71,23,4.18,few clouds,0.0,0.0
pangai,to,"04/19/2020, 11:18:24",-19.8,-174.35,78.8,83,40,18.34,scattered clouds,0.0,0.0
hobart,au,"04/19/2020, 11:14:12",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
mar del plata,ar,"04/19/2020, 11:14:59",-38.0,-57.56,75.99,57,2,23.04,clear sky,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
dingle,ie,"04/19/2020, 11:18:25",11.0,122.67,80.31,80,90,7.54,overcast clouds,0.0,0.0
yellowknife,ca,"04/19/2020, 11:14:15",62.46,-114.35,23.0,62,20,14.99,few clouds,0.0,0.0
mto wa mbu,tz,"04/19/2020, 11:18:26",-3.35,35.85,69.89,59,95,4.27,light rain,0.35,0.0
yellowknife,ca,"04/19/2020, 11:14:15",62.46,-114.35,23.0,62,20,14.99,few clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
severo-yeniseyskiy,ru,"04/19/2020, 11:18:27",60.37,93.04,26.1,90,0,6.13,clear sky,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
kodiak,us,"04/19/2020, 11:16:49",57.79,-152.41,42.8,87,75,3.36,broken clouds,0.0,0.0
itatskiy,ru,"04/19/2020, 11:18:28",56.07,89.04,39.76,62,13,10.78,few clouds,0.0,0.0
port hedland,au,"04/19/2020, 11:17:06",-20.32,118.57,77.0,94,92,4.7,overcast clouds,0.0,0.0
hilo,us,"04/19/2020, 11:16:15",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
sao filipe,cv,"04/19/2020, 11:11:06",14.9,-24.5,72.03,74,13,23.78,few clouds,0.0,0.0
tukrah,ly,"04/19/2020, 11:17:08",32.53,20.58,62.13,54,14,10.42,few clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
grindavik,is,"04/19/2020, 11:18:22",63.84,-22.43,48.2,100,90,28.86,light intensity drizzle,0.0,0.0
butaritari,ki,"04/19/2020, 11:09:56",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
victoria,sc,"04/19/2020, 11:14:04",22.29,114.16,77.0,83,45,4.0,scattered clouds,0.0,0.0
cape town,za,"04/19/2020, 11:14:58",-33.93,18.42,64.0,93,75,19.46,broken clouds,0.0,0.0
ixtapa,mx,"04/19/2020, 11:11:23",20.7,-105.2,77.0,73,5,8.05,clear sky,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
darnah,ly,"04/19/2020, 11:15:44",32.77,22.64,62.6,62,1,3.98,clear sky,0.0,0.0
la reforma,mx,"04/19/2020, 11:18:31",25.08,-108.05,80.42,46,0,9.53,clear sky,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
vardo,no,"04/19/2020, 11:09:53",70.37,31.11,37.4,85,75,11.41,broken clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
khatanga,ru,"04/19/2020, 11:16:51",71.97,102.5,17.4,94,38,4.81,scattered clouds,0.0,0.0
new norfolk,au,"04/19/2020, 11:16:50",-42.78,147.06,48.0,84,100,4.12,overcast clouds,0.0,0.0
tasiilaq,gl,"04/19/2020, 11:18:33",65.61,-37.64,33.8,69,99,16.11,light snow,0.0,0.43
pindiga,ng,"04/19/2020, 11:18:34",9.98,10.93,95.31,15,48,1.21,scattered clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
kruisfontein,za,"04/19/2020, 11:16:42",-34.0,24.73,75.02,40,31,8.19,scattered clouds,0.0,0.0
whitehorse,ca,"04/19/2020, 11:10:11",60.72,-135.05,41.0,56,75,3.36,broken clouds,0.0,0.0
souillac,mu,"04/19/2020, 11:18:36",-20.52,57.52,77.0,83,75,9.17,broken clouds,0.0,0.0
san cristobal,ec,"04/19/2020, 11:10:53",7.77,-72.22,89.6,46,40,9.17,smoke,0.0,0.0
henties bay,na,"04/19/2020, 11:16:40",-22.12,14.28,57.99,93,1,1.99,clear sky,0.0,0.0
hami,cn,"04/19/2020, 11:17:02",42.8,93.45,61.9,18,99,17.94,overcast clouds,0.0,0.0
nuuk,gl,"04/19/2020, 11:16:36",64.18,-51.72,32.0,90,77,42.5,light shower snow,0.0,0.0
bagn,no,"04/19/2020, 11:18:38",60.82,9.55,54.0,44,0,3.09,clear sky,0.0,0.0
visnes,no,"04/19/2020, 11:18:38",59.36,5.22,53.01,70,0,13.87,clear sky,0.0,0.0
puerto suarez,bo,"04/19/2020, 11:18:38",-18.95,-57.8,89.6,46,20,4.7,few clouds,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
vilcun,cl,"04/19/2020, 11:18:39",-38.65,-72.23,62.6,63,75,2.24,broken clouds,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
norman wells,ca,"04/19/2020, 11:14:24",65.28,-126.83,24.8,79,75,14.99,broken clouds,0.0,0.0
mar del plata,ar,"04/19/2020, 11:14:59",-38.0,-57.56,75.99,57,2,23.04,clear sky,0.0,0.0
nishihara,jp,"04/19/2020, 11:16:44",26.18,127.76,75.2,88,20,17.22,few clouds,0.0,0.0
kasongo,cd,"04/19/2020, 11:18:41",-4.45,26.67,70.14,82,100,1.81,light rain,0.32,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
ullapool,gb,"04/19/2020, 11:18:42",57.9,-5.16,57.99,45,0,15.01,clear sky,0.0,0.0
tuatapere,nz,"04/19/2020, 11:12:58",-46.13,167.68,44.01,82,88,5.01,light rain,0.26,0.0
saurimo,ao,"04/19/2020, 11:18:42",-9.66,20.39,67.15,70,84,2.77,light rain,2.46,0.0
rio cuarto,ar,"04/19/2020, 11:16:44",-33.13,-64.35,82.4,32,0,12.75,clear sky,0.0,0.0
ilulissat,gl,"04/19/2020, 11:15:29",69.22,-51.1,26.6,53,52,20.8,broken clouds,0.0,0.0
hermanus,za,"04/19/2020, 11:10:18",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
lebu,cl,"04/19/2020, 11:18:44",-37.62,-73.65,61.47,60,100,8.14,overcast clouds,0.0,0.0
mersing,my,"04/19/2020, 11:18:44",2.43,103.84,82.4,83,51,2.24,broken clouds,0.0,0.0
saint-philippe,re,"04/19/2020, 11:16:44",-21.36,55.77,77.0,78,14,18.34,light rain,0.24,0.0
peniche,pt,"04/19/2020, 11:18:44",39.36,-9.38,61.0,75,7,8.99,clear sky,0.0,0.0
bud,no,"04/19/2020, 11:18:45",39.45,-86.18,55.0,58,90,4.7,overcast clouds,0.0,0.0
port alfred,za,"04/19/2020, 11:16:45",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
hermanus,za,"04/19/2020, 11:10:18",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
dhidhdhoo,mv,"04/19/2020, 11:18:45",6.88,73.1,86.79,71,35,8.21,scattered clouds,0.0,0.0
vyazma,ru,"04/19/2020, 11:18:46",55.21,34.3,35.02,77,91,5.01,light snow,0.0,0.33
havre-saint-pierre,ca,"04/19/2020, 11:18:46",50.23,-63.6,35.6,51,1,17.22,clear sky,0.0,0.0
vila velha,br,"04/19/2020, 11:12:28",-20.33,-40.29,80.01,61,20,13.87,few clouds,0.0,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:14:26",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
ilulissat,gl,"04/19/2020, 11:15:29",69.22,-51.1,26.6,53,52,20.8,broken clouds,0.0,0.0
bluff,nz,"04/19/2020, 11:14:11",-46.6,168.33,44.01,82,97,5.01,light rain,1.66,0.0
les cayes,ht,"04/19/2020, 11:18:47",18.2,-73.75,82.13,70,20,6.67,light rain,0.11,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
severo-kurilsk,ru,"04/19/2020, 11:12:43",50.68,156.12,26.42,90,9,14.27,clear sky,0.0,0.0
harper,lr,"04/19/2020, 11:18:48",4.38,-7.72,83.44,76,100,7.2,overcast clouds,0.0,0.0
albany,us,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:14:26",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
matara,lk,"04/19/2020, 11:18:49",5.95,80.54,79.95,88,99,5.95,light rain,0.12,0.0
bluff,nz,"04/19/2020, 11:14:11",-46.6,168.33,44.01,82,97,5.01,light rain,1.66,0.0
port elizabeth,za,"04/19/2020, 11:14:59",-33.92,25.57,71.6,73,2,9.57,clear sky,0.0,0.0
mar del plata,ar,"04/19/2020, 11:14:59",-38.0,-57.56,75.99,57,2,23.04,clear sky,0.0,0.0
bambous virieux,mu,"04/19/2020, 11:18:50",-20.34,57.76,77.0,83,75,9.17,broken clouds,0.0,0.0
kaitangata,nz,"04/19/2020, 11:09:37",-46.28,169.85,50.0,52,74,5.99,broken clouds,0.0,0.0
nishihara,jp,"04/19/2020, 11:16:44",26.18,127.76,75.2,88,20,17.22,few clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
vila franca do campo,pt,"04/19/2020, 11:18:51",37.72,-25.43,60.8,72,40,32.21,scattered clouds,0.0,0.0
pizarro,co,"04/19/2020, 11:18:52",4.95,-77.37,81.63,77,72,6.91,light rain,0.13,0.0
ugoofaaru,mv,"04/19/2020, 11:18:52",5.67,73.0,86.04,74,25,10.07,scattered clouds,0.0,0.0
port elizabeth,za,"04/19/2020, 11:14:59",-33.92,25.57,71.6,73,2,9.57,clear sky,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
souillac,mu,"04/19/2020, 11:18:36",-20.52,57.52,77.0,83,75,9.17,broken clouds,0.0,0.0
rawson,ar,"04/19/2020, 11:05:26",-43.3,-65.1,65.41,28,91,19.33,overcast clouds,0.0,0.0
karratha,au,"04/19/2020, 11:18:53",-20.74,116.85,84.04,55,99,3.22,overcast clouds,0.0,0.0
bredasdorp,za,"04/19/2020, 11:14:53",-34.53,20.04,62.01,87,4,2.24,clear sky,0.0,0.0
comarapa,bo,"04/19/2020, 11:18:54",-17.9,-64.48,74.37,23,0,5.41,clear sky,0.0,0.0
sola,vu,"04/19/2020, 11:18:54",-13.88,167.55,75.2,100,20,4.79,few clouds,0.0,0.0
lasa,cn,"04/19/2020, 11:18:54",46.62,10.7,55.4,62,75,2.26,broken clouds,0.0,0.0
muros,es,"04/19/2020, 11:12:53",42.78,-9.06,61.0,78,30,5.99,scattered clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:16:27",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
auki,sb,"04/19/2020, 11:18:55",-8.77,160.7,80.74,78,96,1.36,light rain,1.05,0.0
vila franca do campo,pt,"04/19/2020, 11:18:51",37.72,-25.43,60.8,72,40,32.21,scattered clouds,0.0,0.0
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:14:26",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:16:27",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
hilo,us,"04/19/2020, 11:16:15",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
kruisfontein,za,"04/19/2020, 11:16:42",-34.0,24.73,75.02,40,31,8.19,scattered clouds,0.0,0.0
mar del plata,ar,"04/19/2020, 11:14:59",-38.0,-57.56,75.99,57,2,23.04,clear sky,0.0,0.0
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
clinton,us,"04/19/2020, 11:18:58",42.59,-82.92,60.8,44,75,14.99,broken clouds,0.0,0.0
barrow,us,"04/19/2020, 11:16:47",71.29,-156.79,10.4,85,90,3.36,light snow,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:14:26",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
galdar,es,"04/19/2020, 11:18:59",28.15,-15.65,69.8,56,20,23.04,few clouds,0.0,0.0
lavrentiya,ru,"04/19/2020, 11:16:32",65.58,-171.0,16.23,91,100,6.91,overcast clouds,0.0,0.0
bluff,nz,"04/19/2020, 11:14:11",-46.6,168.33,44.01,82,97,5.01,light rain,1.66,0.0
doha,kw,"04/19/2020, 11:18:56",25.29,51.53,80.01,65,100,8.05,overcast clouds,0.0,0.0
